datetime,open,high,low,close,rsi,average,sma10,sma20,sma50,ema10,ema20,ema50
2024-07-24 11:20:00,1.08335,1.08368,1.08321,1.08364,50.02669,1.08344,1.08351,1.08328,,1.08351,1.08329,
2024-07-24 11:25:00,1.08362,1.08382,1.08342,1.08356,48.21242,1.08362,1.08354,1.0833,,1.08355,1.08331,
2024-07-24 11:30:00,1.08353,1.0836,1.08335,1.08348,46.40023,1.08347,1.08353,1.08332,,1.08353,1.08333,
2024-07-24 11:35:00,1.0835,1.08388,1.08341,1.0838,53.92969,1.08364,1.08354,1.08336,,1.08355,1.08338,
2024-07-24 11:40:00,1.08379,1.08394,1.08353,1.08359,49.03763,1.08373,1.08355,1.0834,,1.08357,1.08341,
2024-07-24 11:45:00,1.0836,1.08418,1.08354,1.08397,56.65204,1.08386,1.08359,1.08345,,1.08361,1.08347,
2024-07-24 11:50:00,1.08399,1.08417,1.08389,1.084,57.13823,1.08403,1.08364,1.08349,,1.08368,1.08352,
2024-07-24 11:55:00,1.08401,1.08414,1.08388,1.08408,58.61921,1.08401,1.08368,1.08354,,1.08371,1.08356,
2024-07-24 12:00:00,1.08407,1.08424,1.08398,1.08419,60.5985,1.08411,1.08374,1.08359,,1.08377,1.08361,
2024-07-24 12:05:00,1.08418,1.0844,1.08409,1.08418,60.36816,1.08425,1.08382,1.08365,,1.08386,1.08368,
2024-07-24 12:10:00,1.08418,1.0843,1.0841,1.0842,60.76963,1.0842,1.08389,1.0837,,1.08392,1.08373,
2024-07-24 12:15:00,1.08416,1.08438,1.0841,1.08433,63.36726,1.08424,1.08395,1.08375,,1.08398,1.08377,
2024-07-24 12:20:00,1.08432,1.0845,1.0842,1.08435,63.76478,1.08435,1.08404,1.08379,1.08387,1.08407,1.08382,1.08388
2024-07-24 12:25:00,1.08435,1.08459,1.08419,1.08452,67.09136,1.08439,1.08412,1.08383,1.08385,1.08414,1.08386,1.08386
2024-07-24 12:30:00,1.08452,1.08467,1.08435,1.08441,63.02156,1.08451,1.08419,1.08387,1.08384,1.08422,1.0839,1.08386
2024-07-24 12:35:00,1.08439,1.08451,1.08429,1.08441,63.02156,1.0844,1.08425,1.08392,1.08384,1.08426,1.08395,1.08385
2024-07-24 12:40:00,1.08441,1.08463,1.08436,1.08454,65.75089,1.08449,1.0843,1.08397,1.08384,1.08431,1.08399,1.08385
2024-07-24 12:45:00,1.08453,1.08466,1.08437,1.08441,60.90942,1.08452,1.08435,1.08401,1.08384,1.08436,1.08404,1.08386
2024-07-24 12:50:00,1.08439,1.08447,1.08411,1.0843,57.02347,1.08429,1.08436,1.08405,1.08384,1.08436,1.08406,1.08385
2024-07-24 12:55:00,1.08431,1.08444,1.08424,1.08431,57.29023,1.08434,1.08437,1.08409,1.08383,1.08437,1.0841,1.08384
2024-07-24 13:00:00,1.08426,1.08433,1.08402,1.08416,51.97446,1.08418,1.08437,1.08413,1.08383,1.08435,1.08413,1.08383
2024-07-24 13:05:00,1.08419,1.08425,1.08384,1.08395,45.70586,1.08404,1.08435,1.08415,1.08382,1.08433,1.08415,1.08383
2024-07-24 13:10:00,1.08396,1.08419,1.08382,1.08407,49.60229,1.084,1.08432,1.08418,1.08381,1.08429,1.08417,1.08382
2024-07-24 13:15:00,1.08404,1.0842,1.08391,1.08403,48.34682,1.08405,1.08428,1.0842,1.0838,1.08426,1.08419,1.08381
2024-07-24 13:20:00,1.08401,1.08416,1.08391,1.08407,49.65379,1.08404,1.08424,1.08421,1.0838,1.08422,1.0842,1.0838
2024-07-24 13:25:00,1.08407,1.08412,1.08393,1.08407,49.65379,1.08403,1.0842,1.08422,1.08378,1.08419,1.08421,1.08378
2024-07-24 13:30:00,1.08407,1.08414,1.08393,1.08404,48.5845,1.08404,1.08415,1.08422,1.08376,1.08415,1.08421,1.08376
2024-07-24 13:35:00,1.08403,1.08412,1.08386,1.08398,46.43089,1.08399,1.0841,1.08422,1.08374,1.08409,1.08422,1.08375
2024-07-24 13:40:00,1.08401,1.08443,1.08397,1.08438,59.28962,1.0842,1.08409,1.08423,1.08375,1.0841,1.08423,1.08376
2024-07-24 13:45:00,1.08439,1.08472,1.08434,1.08465,65.43414,1.08453,1.08411,1.08424,1.08377,1.08415,1.08426,1.08378
2024-07-24 13:50:00,1.08465,1.08495,1.08459,1.08469,66.19889,1.08477,1.08417,1.08427,1.0838,1.08422,1.08429,1.08382
2024-07-24 13:55:00,1.08468,1.08481,1.08441,1.08462,63.49181,1.08461,1.08423,1.08429,1.08382,1.08426,1.0843,1.08384
2024-07-24 14:00:00,1.0846,1.0849,1.08454,1.08482,67.67829,1.08472,1.0843,1.08431,1.08386,1.08434,1.08433,1.08387
2024-07-24 14:05:00,1.08481,1.08497,1.08469,1.08483,67.87665,1.08483,1.08438,1.08433,1.0839,1.08442,1.08435,1.08392
2024-07-24 14:10:00,1.08485,1.085,1.08472,1.08489,69.10185,1.08486,1.08446,1.08435,1.08394,1.08449,1.08437,1.08396
2024-07-24 14:15:00,1.08488,1.08505,1.08468,1.08498,70.95125,1.08487,1.08454,1.08437,1.08398,1.08458,1.08439,1.084
2024-07-24 14:20:00,1.08499,1.08508,1.0846,1.08483,64.14859,1.08484,1.08462,1.08439,1.08401,1.08464,1.08441,1.08402
2024-07-24 14:25:00,1.08481,1.08491,1.08458,1.08469,58.61101,1.08475,1.0847,1.0844,1.08404,1.0847,1.08442,1.08406
2024-07-24 14:30:00,1.0847,1.08492,1.0846,1.08476,60.44941,1.08476,1.08475,1.08442,1.08408,1.08475,1.08443,1.08409
2024-07-24 14:35:00,1.08477,1.0849,1.08464,1.08477,60.71785,1.08477,1.08478,1.08444,1.08411,1.08478,1.08446,1.08413
2024-07-24 14:40:00,1.08478,1.08507,1.08468,1.08491,64.36439,1.08488,1.08479,1.08448,1.08415,1.0848,1.0845,1.08416
2024-07-24 14:45:00,1.08487,1.08544,1.08481,1.08523,71.04316,1.08513,1.08484,1.08453,1.08418,1.08487,1.08456,1.0842
2024-07-24 14:50:00,1.08522,1.08562,1.0851,1.08548,74.88772,1.08536,1.08491,1.0846,1.08422,1.08494,1.08464,1.08425
2024-07-24 14:55:00,1.08549,1.08597,1.08543,1.0858,78.86027,1.0857,1.08499,1.08468,1.08426,1.08505,1.08473,1.08429
2024-07-24 15:00:00,1.08584,1.08597,1.08567,1.0859,79.9225,1.08582,1.08509,1.08477,1.08431,1.08516,1.08482,1.08434
2024-07-24 15:05:00,1.08589,1.0861,1.08568,1.08605,81.45769,1.08589,1.08519,1.08487,1.08435,1.08525,1.08491,1.08438
2024-07-24 15:10:00,1.08607,1.08619,1.08553,1.08565,67.02787,1.08586,1.08529,1.08496,1.0844,1.08534,1.085,1.08443
2024-07-24 15:15:00,1.08564,1.08576,1.08522,1.08539,59.55744,1.08549,1.08537,1.08503,1.08444,1.08538,1.08506,1.08446
2024-07-24 15:20:00,1.0854,1.08558,1.08514,1.08525,55.98072,1.08536,1.08543,1.08509,1.08447,1.08542,1.08511,1.0845
2024-07-24 15:25:00,1.0852,1.08559,1.08512,1.08552,60.89447,1.08536,1.08548,1.08513,1.08451,1.08547,1.08514,1.08453
2024-07-24 15:30:00,1.08555,1.0857,1.08524,1.0856,62.19764,1.08547,1.08554,1.08517,1.08455,1.08554,1.08518,1.08457
2024-07-24 15:35:00,1.08556,1.08595,1.08541,1.08587,66.33345,1.08568,1.0856,1.08522,1.08459,1.08561,1.08525,1.08461
2024-07-24 15:40:00,1.08587,1.08634,1.08572,1.08616,70.22291,1.08603,1.08567,1.08529,1.08465,1.0857,1.08532,1.08468
2024-07-24 15:45:00,1.08613,1.08632,1.08529,1.08613,69.34845,1.08581,1.08568,1.08533,1.08469,1.08569,1.08536,1.08471
2024-07-24 15:50:00,1.08613,1.08617,1.08533,1.08559,55.80324,1.08575,1.08567,1.08538,1.08473,1.08568,1.0854,1.08475
2024-07-24 15:55:00,1.08563,1.08574,1.08522,1.08544,52.79676,1.08548,1.08563,1.08541,1.08476,1.08562,1.08542,1.08478
2024-07-24 16:00:00,1.0854,1.08591,1.08538,1.08584,59.23303,1.08564,1.08561,1.08545,1.08479,1.08561,1.08546,1.08481
2024-07-24 16:05:00,1.08586,1.08629,1.0858,1.08616,63.48262,1.08604,1.08566,1.08551,1.08483,1.0857,1.08554,1.08486
2024-07-24 16:10:00,1.08614,1.08648,1.08596,1.08639,66.23295,1.08622,1.08575,1.08559,1.08488,1.08579,1.08561,1.0849
2024-07-24 16:15:00,1.0864,1.0867,1.0863,1.08653,67.85403,1.0865,1.08586,1.08567,1.08492,1.08592,1.08571,1.08495
2024-07-24 16:20:00,1.08655,1.08663,1.08604,1.0862,60.56266,1.08634,1.08595,1.08575,1.08496,1.08599,1.08578,1.08499
2024-07-24 16:25:00,1.08628,1.08664,1.08617,1.08646,63.86525,1.08641,1.08602,1.08581,1.08501,1.08606,1.08584,1.08504
2024-07-24 16:30:00,1.08646,1.08662,1.08613,1.08617,58.03443,1.08637,1.08606,1.08586,1.08505,1.08608,1.08588,1.08507
2024-07-24 16:35:00,1.08617,1.08635,1.08586,1.08591,53.42684,1.0861,1.08609,1.08588,1.08508,1.08608,1.08589,1.0851
2024-07-24 16:40:00,1.08592,1.08606,1.08557,1.08562,48.71099,1.08581,1.08609,1.08588,1.08511,1.08606,1.08587,1.08512
2024-07-24 16:45:00,1.08562,1.08574,1.08531,1.08555,47.62206,1.08553,1.0861,1.08586,1.08513,1.08605,1.08585,1.08514
2024-07-24 16:50:00,1.08559,1.08573,1.08507,1.08515,41.81247,1.0854,1.08607,1.08584,1.08515,1.08601,1.08582,1.08515
2024-07-24 16:55:00,1.08511,1.08561,1.08502,1.08537,45.77968,1.08532,1.086,1.08583,1.08517,1.08594,1.08581,1.08517
2024-07-24 17:00:00,1.0854,1.08577,1.08532,1.08556,48.85092,1.08554,1.08593,1.08584,1.08519,1.0859,1.08583,1.08519
2024-07-24 17:05:00,1.08555,1.08577,1.08546,1.08568,50.85494,1.08561,1.08584,1.08585,1.08522,1.08582,1.08585,1.08523
2024-07-24 17:10:00,1.08567,1.08576,1.08536,1.08552,48.20893,1.08556,1.08576,1.08586,1.08524,1.08575,1.08584,1.08525
2024-07-24 17:15:00,1.08553,1.08571,1.08544,1.08562,49.96131,1.08557,1.08568,1.08585,1.08527,1.08567,1.08584,1.08528
2024-07-24 17:20:00,1.08563,1.08573,1.08533,1.08543,46.77413,1.08553,1.0856,1.08583,1.0853,1.08559,1.08581,1.08531
2024-07-24 17:25:00,1.08541,1.08575,1.08536,1.08564,50.53577,1.08556,1.08554,1.08581,1.08533,1.08554,1.0858,1.08534
2024-07-24 17:30:00,1.08563,1.08575,1.08553,1.08564,50.53577,1.08564,1.08553,1.08581,1.08537,1.08553,1.0858,1.08537
2024-07-24 17:35:00,1.08566,1.08581,1.08552,1.08573,52.23785,1.08567,1.08554,1.08582,1.0854,1.08556,1.08581,1.0854
2024-07-24 17:40:00,1.08571,1.08577,1.08546,1.08559,49.39074,1.08561,1.08556,1.08582,1.08543,1.08557,1.08581,1.08544
2024-07-24 17:45:00,1.0856,1.08567,1.08518,1.08527,43.54827,1.08542,1.08557,1.08579,1.08546,1.08556,1.08576,1.08546
2024-07-24 17:50:00,1.08526,1.08542,1.08518,1.08524,43.03432,1.0853,1.08555,1.08574,1.08548,1.08552,1.08572,1.08548
2024-07-24 17:55:00,1.08525,1.08534,1.08514,1.08528,44.03022,1.08524,1.08551,1.08568,1.0855,1.08549,1.08566,1.08549
2024-07-24 18:00:00,1.0853,1.08535,1.085,1.08503,39.56122,1.08518,1.08547,1.08562,1.0855,1.08544,1.0856,1.0855
2024-07-24 18:05:00,1.085,1.08507,1.08476,1.08488,37.14449,1.08492,1.08541,1.08554,1.08551,1.08536,1.08552,1.0855
2024-07-24 18:10:00,1.08487,1.08506,1.08473,1.08493,38.49328,1.08489,1.08534,1.08547,1.08551,1.0853,1.08544,1.0855
2024-07-24 18:15:00,1.08495,1.08526,1.08489,1.08517,44.63466,1.08507,1.08529,1.08542,1.08552,1.08527,1.0854,1.08551
2024-07-24 18:20:00,1.08516,1.08531,1.08495,1.08503,42.00017,1.08513,1.08524,1.08538,1.08552,1.08524,1.08537,1.08551
2024-07-24 18:25:00,1.08504,1.08509,1.08475,1.08485,38.82705,1.08492,1.08517,1.08535,1.08552,1.08515,1.08534,1.08552
2024-07-24 18:30:00,1.08486,1.08501,1.08481,1.08492,40.70324,1.08491,1.0851,1.08533,1.08553,1.08508,1.08531,1.08552
2024-07-24 18:35:00,1.08493,1.0851,1.08473,1.08489,40.13511,1.08492,1.08505,1.08531,1.08553,1.08503,1.08529,1.08552
2024-07-24 18:40:00,1.08489,1.08501,1.08479,1.08492,41.02165,1.0849,1.08501,1.08528,1.08553,1.085,1.08526,1.08552
2024-07-24 18:45:00,1.085,1.08503,1.08479,1.08498,42.84469,1.08491,1.08498,1.08524,1.08553,1.08497,1.08523,1.08552
2024-07-24 18:50:00,1.08,1.08507,1.08489,1.08495,42.14326,1.08254,1.08471,1.08509,1.08549,1.08451,1.08497,1.08543
2024-07-24 18:55:00,1.08496,1.08518,1.08492,1.08511,47.03066,1.08505,1.08472,1.08507,1.08549,1.08476,1.08507,1.08548
2024-07-24 19:00:00,1.0851,1.0854,1.08505,1.08535,53.56842,1.08522,1.08476,1.08505,1.08548,1.0848,1.08506,1.08548
2024-07-24 19:05:00,1.08534,1.08545,1.08514,1.08533,52.98873,1.08529,1.08478,1.08504,1.08548,1.08482,1.08505,1.08547
2024-07-24 19:10:00,1.08534,1.08549,1.08528,1.08536,53.79641,1.08539,1.08481,1.08502,1.08547,1.08486,1.08504,1.08547
2024-07-24 19:15:00,1.08536,1.0855,1.08529,1.0855,57.4687,1.0854,1.08485,1.08501,1.08546,1.0849,1.08503,1.08546
2024-07-24 19:20:00,1.08544,1.08554,1.08524,1.08529,50.92974,1.08539,1.0849,1.085,1.08545,1.08495,1.08502,1.08545
2024-07-24 19:25:00,1.08529,1.08533,1.08492,1.08502,43.99804,1.08513,1.08492,1.08499,1.08544,1.08494,1.08499,1.08544
2024-07-24 19:30:00,1.08502,1.0853,1.08491,1.08521,49.28413,1.0851,1.08494,1.08498,1.08544,1.08495,1.08498,1.08543
2024-07-24 19:35:00,1.0852,1.08531,1.08505,1.08513,47.23353,1.08518,1.08497,1.08497,1.08543,1.08499,1.08498,1.08543
2024-07-24 19:40:00,1.08512,1.08519,1.08498,1.08506,45.44554,1.08509,1.08522,1.08497,1.08542,1.08521,1.08497,1.08542
2024-07-24 19:45:00,1.08507,1.08512,1.08488,1.08498,43.5234,1.085,1.08522,1.08497,1.08541,1.0852,1.08497,1.0854
2024-07-24 19:50:00,1.08498,1.08501,1.0848,1.08485,40.45245,1.08491,1.08519,1.08497,1.08539,1.08516,1.08497,1.08538
2024-07-24 19:55:00,1.08485,1.0849,1.08457,1.08464,36.02989,1.08474,1.08513,1.08496,1.08537,1.0851,1.08495,1.08535
2024-07-24 20:00:00,1.08462,1.08467,1.08412,1.08438,31.44601,1.08439,1.08503,1.08492,1.08534,1.08497,1.0849,1.08532
2024-07-24 20:05:00,1.08437,1.08457,1.08423,1.08438,31.55422,1.0844,1.08493,1.08489,1.08532,1.08488,1.08487,1.0853
2024-07-24 20:10:00,1.08439,1.08458,1.08431,1.08442,33.07111,1.08445,1.08484,1.08487,1.08529,1.0848,1.08485,1.08528
2024-07-24 20:15:00,1.08444,1.08449,1.08419,1.08434,31.5106,1.08434,1.08476,1.08484,1.08526,1.08472,1.08482,1.08524
2024-07-24 20:20:00,1.08434,1.08439,1.08408,1.08415,28.22705,1.08424,1.08467,1.08481,1.08522,1.08463,1.08478,1.0852
2024-07-24 20:25:00,1.08417,1.08427,1.08404,1.08413,27.86497,1.08415,1.08457,1.08477,1.08517,1.08453,1.08474,1.08515
2024-07-24 20:30:00,1.08413,1.08434,1.08408,1.08411,27.55355,1.08421,1.08448,1.08485,1.08513,1.08446,1.08483,1.08511
2024-07-24 20:35:00,1.08413,1.08422,1.08394,1.08407,26.8358,1.08408,1.08439,1.08481,1.08508,1.08437,1.08477,1.08506
2024-07-24 20:40:00,1.08404,1.08408,1.08374,1.0838,22.56326,1.08391,1.08429,1.08474,1.08504,1.08425,1.0847,1.08501
2024-07-24 20:45:00,1.0838,1.08396,1.08371,1.08378,22.25238,1.08384,1.0842,1.08467,1.08499,1.08417,1.08463,1.08496
2024-07-24 20:50:00,1.08377,1.08382,1.08365,1.08371,21.27657,1.08373,1.08414,1.08458,1.08495,1.0841,1.08454,1.08492
2024-07-24 20:55:00,1.08369,1.08394,1.08365,1.08376,24.07133,1.08379,1.08407,1.0845,1.08491,1.08405,1.08447,1.08489
2024-07-24 21:00:00,1.08375,1.08389,1.08357,1.08363,21.96409,1.08373,1.084,1.08442,1.08488,1.08398,1.08439,1.08485
2024-07-24 21:05:00,1.08364,1.08379,1.08359,1.0837,25.65308,1.08369,1.08394,1.08435,1.08485,1.08391,1.08431,1.08482
2024-07-24 21:10:00,1.08369,1.08384,1.08364,1.08376,28.76168,1.08374,1.08389,1.08428,1.08481,1.08387,1.08426,1.08479
2024-07-24 21:15:00,1.08376,1.08398,1.0837,1.0839,35.5348,1.08384,1.08386,1.08421,1.08478,1.08386,1.08419,1.08476
2024-07-24 21:20:00,1.08391,1.08415,1.08387,1.08398,39.09809,1.08401,1.08384,1.08416,1.08475,1.08385,1.08415,1.08473
2024-07-24 21:25:00,1.084,1.0841,1.08393,1.084,39.99113,1.08401,1.08383,1.08411,1.08471,1.08385,1.08411,1.0847
2024-07-24 21:30:00,1.08398,1.08423,1.08386,1.0842,48.17502,1.08405,1.08384,1.08407,1.08468,1.08386,1.08407,1.08467
2024-07-24 21:35:00,1.08419,1.08429,1.0841,1.08419,47.82383,1.0842,1.08388,1.08404,1.08466,1.08391,1.08405,1.08465
2024-07-24 21:40:00,1.08418,1.08427,1.08405,1.08414,46.01749,1.08416,1.08392,1.08403,1.08463,1.08395,1.08403,1.08462
2024-07-24 21:45:00,1.08412,1.08415,1.08394,1.08406,43.20559,1.08404,1.08395,1.08401,1.0846,1.08396,1.08401,1.08459
2024-07-24 21:50:00,1.084,1.08412,1.0837,1.08376,34.72274,1.08391,1.08396,1.08398,1.08456,1.08396,1.08398,1.08454
2024-07-24 21:55:00,1.08375,1.08399,1.08369,1.08389,40.13532,1.08384,1.08398,1.08396,1.08453,1.08397,1.08395,1.08451
2024-07-24 22:00:00,1.08388,1.08394,1.08381,1.0839,40.5533,1.08387,1.08399,1.08394,1.0845,1.08398,1.08393,1.08448
2024-07-24 22:05:00,1.0839,1.08404,1.08385,1.08398,43.92629,1.08394,1.084,1.08393,1.08447,1.084,1.08393,1.08447
2024-07-24 22:10:00,1.084,1.08406,1.0839,1.08394,42.71902,1.08398,1.084,1.08392,1.08445,1.084,1.08392,1.08444
2024-07-24 22:15:00,1.0839,1.08401,1.08384,1.08394,42.71902,1.08392,1.08399,1.08391,1.08443,1.08399,1.08391,1.08442
2024-07-24 22:20:00,1.08393,1.08403,1.08388,1.08395,42.91572,1.08396,1.08398,1.08391,1.08441,1.08398,1.08391,1.0844
2024-07-24 22:25:00,1.08396,1.084,1.08383,1.0839,41.01946,1.08392,1.08395,1.08392,1.08439,1.08395,1.08392,1.08438
2024-07-24 22:30:00,1.08389,1.08404,1.0838,1.08392,42.28283,1.08392,1.08393,1.08393,1.08437,1.08393,1.08393,1.08435
2024-07-24 22:35:00,1.08391,1.08397,1.08385,1.08391,41.86297,1.08391,1.08392,1.08393,1.08434,1.08392,1.08393,1.08433
2024-07-24 22:40:00,1.08393,1.08401,1.08375,1.08384,38.87017,1.08388,1.08391,1.08394,1.08432,1.08391,1.08393,1.08431
2024-07-24 22:45:00,1.08385,1.08394,1.08376,1.0839,42.4979,1.08385,1.08391,1.08395,1.0843,1.08391,1.08394,1.08429
2024-07-24 22:50:00,1.08391,1.084,1.08385,1.08391,43.17499,1.08393,1.08392,1.08396,1.08428,1.08392,1.08396,1.08428
2024-07-24 22:55:00,1.08391,1.08415,1.08382,1.084,48.73071,1.08398,1.08393,1.08396,1.08426,1.08393,1.08396,1.08426
2024-07-24 23:00:00,1.08412,1.08447,1.08375,1.08414,55.59463,1.08411,1.08394,1.08397,1.0843,1.08395,1.08397,1.08429
2024-07-24 23:05:00,1.08409,1.08442,1.0837,1.08406,51.30636,1.08406,1.08395,1.08397,1.08428,1.08396,1.08398,1.08427
2024-07-24 23:10:00,1.08407,1.08441,1.0837,1.08403,49.75643,1.08406,1.08396,1.08397,1.08425,1.08397,1.08398,1.08425
2024-07-24 23:15:00,1.08402,1.08436,1.08368,1.08401,48.70018,1.08402,1.08397,1.08396,1.08423,1.08398,1.08397,1.08422
2024-07-24 23:20:00,1.08399,1.08412,1.08387,1.08403,49.84675,1.08399,1.08398,1.08395,1.0842,1.08398,1.08395,1.08419
2024-07-24 23:25:00,1.08402,1.08436,1.08369,1.08402,49.25398,1.08403,1.08399,1.08395,1.08417,1.084,1.08396,1.08417
2024-07-24 23:30:00,1.08401,1.0843,1.0837,1.08401,48.32566,1.084,1.084,1.08396,1.08414,1.084,1.08396,1.08414
2024-07-24 23:35:00,1.084,1.08433,1.0837,1.08402,49.48764,1.08401,1.08402,1.08397,1.08412,1.08402,1.08396,1.08412
2024-07-24 23:40:00,1.08402,1.08437,1.08369,1.08404,50.75043,1.08403,1.08403,1.08397,1.0841,1.08403,1.08398,1.0841
2024-07-24 23:45:00,1.08403,1.08432,1.08374,1.08405,51.47621,1.08403,1.08403,1.08398,1.08408,1.08403,1.08398,1.08408
2024-07-24 23:50:00,1.08408,1.0843,1.08376,1.08404,50.43565,1.08403,1.08403,1.08398,1.08406,1.08403,1.08398,1.08406
2024-07-24 23:55:00,1.08405,1.08431,1.08377,1.08406,52.11941,1.08404,1.08402,1.08399,1.08404,1.08402,1.08399,1.08404
2024-07-25 00:00:00,1.08404,1.08434,1.0838,1.08418,60.51206,1.08407,1.08403,1.08399,1.08402,1.08403,1.084,1.08402
2024-07-25 00:05:00,1.08418,1.08425,1.08412,1.0842,61.69735,1.08418,1.08404,1.08401,1.08401,1.08406,1.08402,1.08402
2024-07-25 00:10:00,1.08421,1.08425,1.08414,1.08419,60.52348,1.0842,1.08406,1.08402,1.08401,1.08408,1.08403,1.08401
2024-07-25 00:15:00,1.08419,1.08426,1.08407,1.08416,57.48091,1.08417,1.08408,1.08403,1.084,1.08409,1.08404,1.08401
2024-07-25 00:20:00,1.08415,1.08422,1.08406,1.08417,58.56629,1.08414,1.08409,1.08405,1.08399,1.08409,1.08405,1.084
2024-07-25 00:25:00,1.08417,1.08425,1.08412,1.08419,60.10185,1.08418,1.08411,1.08406,1.08399,1.08411,1.08407,1.084
2024-07-25 00:30:00,1.08417,1.08425,1.08409,1.08418,58.9809,1.08417,1.08412,1.08408,1.08399,1.08413,1.08408,1.084
2024-07-25 00:35:00,1.08419,1.08424,1.08375,1.0839,37.46126,1.084,1.08412,1.08408,1.08399,1.08411,1.08407,1.08399
2024-07-25 00:40:00,1.08393,1.08404,1.08387,1.08395,41.4811,1.08396,1.08411,1.08407,1.08398,1.0841,1.08406,1.08398
2024-07-25 00:45:00,1.08394,1.08402,1.08387,1.08395,41.4811,1.08394,1.0841,1.08406,1.08398,1.08409,1.08406,1.08398
